2, 3975, 494.0048, 141.0104, 542.1873, 250.3475, 496.0046, 143.0102, 544.1871, 252.3473
3, 3975, 496.5424, 139.0920, 558.0090, 278.5720, 504.3149, 146.8645, 565.7814, 286.3445
4, 3975, 491.8327, 136.8170, 571.6511, 317.9415, 515.8977, 160.8821, 595.7161, 342.0067
8, 3975, 284.5279, -131.7511, 345.1202, 5.7447, 832.6880, 416.4122, 893.2803, 553.9080
9, 3975, -105.7736, -545.1776, -64.6476, -451.8540, 1274.4362, 835.0403, 1315.5621, 928.3638
3, 3977, 429.9991, 159.0000, 515.6171, 353.2900, 431.9990, 161.0000, 517.6170, 355.2900
5, 3977, 435.2408, 154.5250, 520.3979, 347.7684, 450.7905, 170.0748, 535.9477, 363.3182
6, 3977, 431.8931, 117.6210, 527.2851, 334.0892, 472.7134, 158.4414, 568.1054, 374.9096
7, 3977, 414.9733, 81.6171, 511.2411, 300.0723, 519.3443, 185.9883, 615.6121, 404.4435
8, 3977, 350.4287, 1.5879, 446.5644, 219.7429, 614.6899, 265.8496, 710.8255, 484.0047
9, 3977, 163.4558, -200.1109, 259.4712, 17.7711, 832.1876, 468.6224, 928.2030, 686.5043
10, 3977, -308.2928, -627.6442, -243.9896, -481.7264, 1378.7745, 1059.4266, 1443.0778, 1205.3444
19, 3991, 676.5511, 122.4201, 772.4822, 340.1101, 700.6159, 146.4853, 796.5469, 364.1752
20, 3991, 673.8982, 102.2999, 760.1702, 298.0720, 739.4559, 167.8587, 825.7279, 363.6308
21, 3991, 634.0294, 48.2968, 729.0806, 263.9912, 803.4844, 217.7545, 898.5357, 433.4489
16, 3987, 578.6918, 142.2251, 674.6228, 359.9151, 594.2415, 157.7749, 690.1725, 375.4649
17, 3987, 578.8384, 129.5898, 674.7695, 347.2798, 619.6588, 170.4102, 715.5898, 388.1002
18, 3987, 572.3163, 119.5395, 653.6677, 304.1447, 676.6873, 223.9105, 758.0388, 408.5157
19, 3987, 509.1654, 30.4604, 593.9984, 222.9670, 773.4267, 294.7216, 858.2597, 487.2282
20, 3987, 312.2105, -196.1161, 407.4177, 19.9318, 980.9427, 472.6157, 1076.1499, 688.6636
21, 3987, -183.7699, -697.3376, -87.5781, -479.0555, 1503.2983, 989.7294, 1599.4900, 1208.0115
23, 3995, 996.3922, 159.2592, 1082.0101, 353.5492, 1020.4568, 183.3244, 1106.0748, 377.6144
24, 3995, 938.9791, 130.2022, 1024.5970, 324.4922, 1004.5366, 195.7613, 1090.1545, 390.0513
25, 3995, 858.0217, 75.5818, 943.6398, 269.8718, 1027.4762, 245.0404, 1113.0941, 439.3304
26, 3995, 695.1811, -65.1116, 790.5219, 151.2413, 1125.5380, 365.2556, 1220.8788, 581.6086
27, 3995, 345.9037, -385.4872, 432.4968, -188.9850, 1434.8375, 703.4727, 1521.4305, 899.9749
28, 3995, -532.5524, -1223.4489, -437.3170, -1007.3358, 2215.0071, 1524.1764, 2310.2424, 1740.2894
29, 3995, -2633.3445, -3314.8354, -2537.2332, -3096.7349, 4295.6777, 3614.3530, 4391.7891, 3832.4536
22, 3993, 498.7918, 129.9778, 529.4871, 199.6329, 522.8571, 154.0428, 553.5524, 223.6980
23, 3993, 483.6177, 107.9633, 512.1634, 172.7405, 549.1768, 173.5217, 577.7225, 238.2989
24, 3993, 431.8141, 57.3828, 462.4789, 126.9688, 601.2727, 226.8396, 631.9375, 296.4256
25, 3993, 302.2402, -74.3326, 330.7566, -9.6219, 732.6077, 356.0303, 761.1240, 420.7410
26, 3993, -28.1642, -402.3422, 2.4882, -332.7842, 1060.7964, 686.6068, 1091.4487, 756.1647
27, 3993, -852.6361, -1229.6578, -824.1248, -1164.9584, 1894.9906, 1517.9398, 1923.5021, 1582.6393
28, 3993, -2943.2917, -3317.4321, -2912.6409, -3247.8779, 3985.9006, 3611.6863, 4016.5515, 3681.2405
29, 3993, -8211.4287, -8591.7549, -8180.5518, -8521.6885, 9260.6348, 8880.1221, 9291.5117, 8950.1885
30, 3993, -21500.7656, -21882.5254, -21472.2656, -21817.8496, 22553.4473, 22171.2168, 22581.9473, 22235.8926
33, 4010, 958.6983, 248.2724, 1004.6231, 352.4875, 982.7633, 272.3374, 1028.6881, 376.5526
27, 4002, 748.6257, 148.3458, 834.8798, 344.0773, 772.6910, 172.4110, 858.9451, 368.1425
28, 4002, 731.2009, 118.7963, 826.2495, 334.4846, 796.7599, 184.3551, 891.8085, 400.0434
29, 4002, 704.6168, 65.7022, 800.6515, 283.6279, 874.0753, 235.1602, 970.1100, 453.0859
30, 4002, 591.7765, -64.9882, 687.8134, 152.9424, 1022.1437, 365.3777, 1118.1805, 583.3082
31, 4002, 271.1604, -384.8394, 357.4882, -188.9402, 1360.1202, 704.1170, 1446.4481, 900.0162
30, 4005, 329.0205, 96.2598, 424.9515, 313.9498, 406.5019, 173.7402, 502.4329, 391.4302
31, 4005, 280.7071, 36.8978, 376.6381, 254.5878, 476.9139, 233.1022, 572.8449, 450.7922
32, 4005, 144.9478, -112.8362, 240.8788, 104.8538, 640.6263, 382.8362, 736.5573, 600.5261
33, 4005, -218.0226, -491.1311, -122.0916, -273.4411, 1034.2550, 761.1311, 1130.1859, 978.8210
34, 4005, -1136.3582, -1440.5543, -1061.8071, -1271.3802, 2022.1222, 1717.8871, 2096.6733, 1887.0612
38, 4017, 1052.2443, 226.9673, 1109.4852, 356.8574, 1076.3088, 251.0327, 1133.5498, 380.9227
35, 4012, 700.3622, 162.4859, 780.6434, 344.6625, 724.4272, 186.5511, 804.7083, 368.7277
39, 4012, 327.8271, -114.5386, 413.5956, 80.0915, 875.9863, 433.6259, 961.7549, 628.2559
43, 4022, 449.4269, 27.4827, 545.3579, 245.1727, 664.4642, 242.5173, 760.3953, 460.2073
44, 4022, 300.3018, -135.8415, 396.2328, 81.8485, 841.9919, 405.8415, 937.9229, 623.5315
45, 4022, -72.7165, -520.0573, -3.7656, -363.5922, 1295.3602, 848.0018, 1364.3112, 1004.4667
46, 4022, -1098.3727, -1583.7015, -1032.5717, -1434.3849, 2352.3262, 1866.9525, 2418.1274, 2016.2692
47, 4022, -3713.8435, -4216.4072, -3647.6565, -4066.2156, 4987.6401, 4484.9619, 5053.8267, 4635.1543
48, 4022, -10338.3135, -10841.0635, -10244.0752, -10627.2178, 11602.0205, 11098.9834, 11696.2588, 11312.8291
34, 4011, 508.6982, 133.7360, 595.4389, 330.5724, 532.7635, 157.8012, 619.5042, 354.6376
35, 4011, 503.0236, 114.3392, 588.5836, 308.4964, 568.5827, 179.8979, 654.1426, 374.0551
36, 4011, 464.4462, 62.4153, 549.9664, 256.4827, 633.9047, 231.8730, 719.4249, 425.9405
37, 4011, 347.7980, -57.4269, 433.3696, 136.7572, 778.1653, 372.9384, 863.7368, 567.1225
38, 4011, 42.3373, -383.8854, 127.9375, -189.6362, 1131.2972, 705.0695, 1216.8973, 899.3187
42, 4011, -10296.1279, -10789.5850, -10200.7803, -10573.2197, 11584.0439, 11090.4854, 11679.3916, 11306.8506
43, 4011, -26837.8320, -27335.6230, -26741.6133, -27117.2754, 28133.2031, 27635.1562, 28229.4219, 27853.5039
44, 4011, -68620.1250, -69129.5234, -68524.0156, -68911.4141, 69939.3672, 69429.3203, 70035.4766, 69647.4297
45, 4011, -174011.5312, -174534.9844, -173915.5312, -174317.1094, 175360.0312, 174834.9375, 175456.0312, 175052.8125
46, 4011, -439753.5312, -440302.5000, -439657.5938, -440084.7500, 441155.5625, 440602.5000, 441251.5000, 440820.2500
47, 4011, -1109832.2500, -1110396.3750, -1109736.2500, -1110178.6250, 1111270.8750, 1110696.3750, 1111366.8750, 1110914.1250
48, 4011, -2799373.5000, -2799947.0000, -2799287.0000, -2799751.0000, 2800844.0000, 2800244.5000, 2800930.5000, 2800440.5000
49, 4011, -7059351.5000, -7059919.0000, -7059256.5000, -7059703.0000, 7060847.5000, 7060214.0000, 7060942.5000, 7060430.0000
50, 4011, -17800328.0000, -17800856.0000, -17800232.0000, -17800640.0000, 17801856.0000, 17801158.0000, 17801952.0000, 17801374.0000
51, 4011, -44882268.0000, -44882692.0000, -44882172.0000, -44882476.0000, 44883848.0000, 44882996.0000, 44883944.0000, 44883212.0000
52, 4011, -113165776.0000, -113165904.0000, -113165680.0000, -113165680.0000, 113167392.0000, 113166200.0000, 113167488.0000, 113166424.0000
53, 4011, -285333440.0000, -285332832.0000, -285333376.0000, -285332640.0000, 285335136.0000, 285333152.0000, 285335200.0000, 285333344.0000
54, 4011, -719431232.0000, -719428608.0000, -719431104.0000, -719428352.0000, 719432896.0000, 719428864.0000, 719433024.0000, 719429120.0000
55, 4011, -1813950080.0000, -1813942528.0000, -1813950080.0000, -1813942272.0000, 1813952000.0000, 1813942784.0000, 1813952000.0000, 1813943040.0000
56, 4011, -4573632000.0000, -4573612032.0000, -4573632000.0000, -4573612032.0000, 4573634048.0000, 4573612032.0000, 4573634048.0000, 4573612032.0000
50, 4038, 556.2783, 131.0396, 593.5569, 215.6332, 580.3434, 155.1048, 617.6221, 239.6984
51, 4038, 544.3860, 111.8420, 573.2064, 177.2420, 609.9447, 177.4008, 638.7650, 242.8008
52, 4038, 490.0531, 56.8544, 526.3126, 139.1352, 659.5104, 226.3122, 695.7700, 308.5930
53, 4038, 363.3735, -67.6755, 400.4400, 16.4365, 793.7378, 362.6899, 830.8043, 446.8019
54, 4038, 34.9906, -395.1688, 72.0720, -311.0233, 1123.9431, 693.7865, 1161.0244, 777.9320
55, 4038, -789.4343, -1229.2256, -752.3934, -1145.1721, 1958.1721, 1518.3881, 1995.2131, 1602.4415
56, 4038, -2878.4294, -3321.9370, -2838.4397, -3231.1919, 4050.7117, 3607.2222, 4090.7014, 3697.9673
57, 4038, -8144.4727, -8588.2324, -8104.2188, -8496.8887, 9327.4629, 8883.7471, 9367.7168, 8975.0908
58, 4038, -21434.2617, -21877.7578, -21394.0430, -21786.4922, 22619.6289, 22176.2402, 22659.8477, 22267.5059
59, 4038, -54941.7500, -55395.2188, -54898.2188, -55296.4375, 56134.7578, 55681.5625, 56178.2891, 55780.3438
60, 4038, -139434.6406, -139890.2969, -139394.1406, -139798.3906, 140631.8438, 140176.8906, 140672.3438, 140268.7969
61, 4038, -352472.0312, -352934.6250, -352428.5312, -352836.0000, 353678.5625, 353217.7500, 353722.0625, 353316.3750
62, 4038, -889627.5000, -890092.5625, -889583.7500, -889993.1875, 890836.6875, 890376.0625, 890880.4375, 890475.4375
63, 4038, -2243991.0000, -2244458.5000, -2243947.0000, -2244359.0000, 2245210.0000, 2244753.7500, 2245254.0000, 2244853.2500
64, 4038, -5658842.0000, -5659322.5000, -5658798.0000, -5659223.5000, 5660074.5000, 5659621.5000, 5660118.5000, 5659720.5000
65, 4038, -14268937.0000, -14269446.0000, -14268899.0000, -14269362.0000, 14270187.0000, 14269748.0000, 14270225.0000, 14269832.0000
66, 4038, -35978160.0000, -35978724.0000, -35978112.0000, -35978620.0000, 35979404.0000, 35979012.0000, 35979452.0000, 35979116.0000
67, 4038, -90715032.0000, -90715728.0000, -90714984.0000, -90715632.0000, 90716280.0000, 90716024.0000, 90716328.0000, 90716120.0000
70, 4063, 628.8656, 125.4438, 681.3900, 244.6304, 652.9310, 149.5090, 705.4554, 268.6956
71, 4063, 609.7112, 104.9713, 662.1179, 223.8904, 675.2705, 170.5301, 727.6771, 289.4492
72, 4063, 564.4333, 59.7598, 616.7896, 178.5646, 733.8923, 229.2176, 786.2486, 348.0224
73, 4063, 435.5143, -68.8661, 487.8521, 49.8963, 865.8828, 361.4992, 918.2206, 480.2616
74, 4063, 119.3456, -397.9699, 171.6769, -279.2223, 1208.3085, 690.9852, 1260.6398, 809.7328
75, 4063, -706.7336, -1227.4795, -654.4045, -1108.7368, 2040.8992, 1520.1335, 2093.2283, 1638.8762
76, 4063, -2790.8230, -3318.4219, -2738.4949, -3199.6812, 4138.3843, 3610.7354, 4190.7124, 3729.4761
77, 4063, -8054.4092, -8583.3516, -8002.0811, -8464.6113, 9417.6914, 8888.6221, 9470.0195, 9007.3623
78, 4063, -21336.5625, -21872.6270, -21284.2344, -21753.8887, 22717.7422, 22181.3594, 22770.0703, 22300.0977
79, 4063, -54845.0742, -55394.3906, -54788.1133, -55265.1484, 56232.4805, 55682.3672, 56289.4414, 55811.6094
80, 4063, -139326.3281, -139883.9062, -139284.7344, -139789.5625, 140742.8125, 140183.2188, 140784.4062, 140277.5625
60, 4054, 518.1701, 117.8578, 558.5230, 209.4283, 542.2349, 141.9228, 582.5878, 233.4933
61, 4054, 501.9042, 107.0567, 536.3097, 185.1310, 567.4619, 172.6151, 601.8674, 250.6894
62, 4054, 451.0190, 46.7291, 490.7030, 136.7817, 620.4741, 216.1858, 660.1581, 306.2384
63, 4054, 321.1535, -85.1629, 361.3933, 6.1510, 751.5121, 345.1998, 791.7519, 436.5135
64, 4054, -8.1341, -414.6337, 32.0952, -323.3436, 1080.8041, 674.3146, 1121.0333, 765.6046
65, 4054, -834.9409, -1237.7500, -797.7044, -1153.2520, 1912.6295, 1509.8459, 1949.8658, 1594.3440
69, 4054, -27036.6074, -27441.0176, -26996.5488, -27350.1191, 28119.1875, 27715.2891, 28159.2461, 27806.1875
70, 4054, -68740.5312, -69148.8516, -68703.1562, -69064.0391, 69829.9609, 69422.9219, 69867.3359, 69507.7344
71, 4054, -174093.8594, -174505.4844, -174059.7969, -174428.2031, 175186.4688, 174778.0781, 175220.5312, 174855.3594
72, 4054, -439798.8750, -440213.5938, -439765.1250, -440137.0312, 440891.4375, 440484.8750, 440925.1875, 440561.4375
73, 4054, -1109740.1250, -1110165.0000, -1109706.3750, -1110088.2500, 1110840.6250, 1110436.1250, 1110874.3750, 1110512.8750
74, 4054, -2798912.0000, -2799349.2500, -2798878.0000, -2799272.2500, 2800006.2500, 2799620.5000, 2800040.2500, 2799697.5000
