2, 4, 1744.0175, 476.0244, 1867.4108, 756.0306, 1744.0175, 476.0244, 1867.4108, 756.0306, 1744.0175, 476.0244, 1867.4108, 756.0305
3, 4, 1739.0488, 510.6622, 1836.8105, 732.5073, 1739.0488, 510.6622, 1836.8105, 732.5073, 1739.0486, 510.6623, 1836.8103, 732.5074
2, 2, 1254.0051, 537.0137, 1305.9946, 654.9901, 1254.0051, 537.0137, 1305.9946, 654.9901, 1254.0050, 537.0136, 1305.9945, 654.9901
3, 2, 1234.5959, 419.3426, 1336.1685, 649.8397, 1234.5959, 419.3426, 1336.1685, 649.8397, 1234.5958, 419.3429, 1336.1683, 649.8400
2, 3, 54.9884, 541.9771, 149.6687, 756.8338, 54.9884, 541.9771, 149.6687, 756.8338, 54.9884, 541.9771, 149.6687, 756.8338
3, 3, 52.5830, 555.2817, 139.7055, 752.9840, 52.5830, 555.2817, 139.7055, 752.9840, 52.5831, 555.2817, 139.7056, 752.9840
4, 3, 57.6231, 566.5125, 137.1584, 746.9964, 57.6231, 566.5125, 137.1584, 746.9964, 57.6232, 566.5125, 137.1585, 746.9964
7, 8, 1848.8708, 510.2972, 1877.0820, 574.3155, 1848.8708, 510.2972, 1877.0820, 574.3155, 1848.8710, 510.2972, 1877.0822, 574.3155
8, 8, 1847.9473, 505.7390, 1878.6504, 575.4121, 1847.9473, 505.7390, 1878.6504, 575.4121, 1847.9471, 505.7391, 1878.6503, 575.4122
9, 8, 1847.9393, 504.9399, 1878.8954, 575.1870, 1847.9393, 504.9399, 1878.8954, 575.1870, 1847.9393, 504.9399, 1878.8954, 575.1870
10, 8, 1848.9519, 509.3108, 1877.4597, 574.0021, 1848.9519, 509.3108, 1877.4597, 574.0021, 1848.9518, 509.3108, 1877.4596, 574.0021
11, 13, 266.2756, 463.1731, 369.1788, 696.6964, 266.2756, 463.1731, 369.1788, 696.6964, 266.2757, 463.1731, 369.1789, 696.6964
11, 12, 1278.7581, 544.8906, 1326.6143, 653.4905, 1278.7581, 544.8906, 1326.6143, 653.4905, 1278.7581, 544.8906, 1326.6143, 653.4906
25, 28, 1810.8726, 530.1052, 1846.0427, 609.9134, 1810.8726, 530.1052, 1846.0427, 609.9134, 1810.8727, 530.1052, 1846.0428, 609.9134
28, 31, 1829.8616, 357.0000, 1909.7795, 538.3500, 1829.8616, 357.0000, 1909.7795, 538.3500, 1829.8615, 357.0000, 1909.7794, 538.3500
2, 0, 1689.0000, 385.0000, 1835.6201, 717.7100, 1689.0000, 385.0000, 1835.6201, 717.7100, 1689.0000, 385.0000, 1835.6201, 717.7100
3, 0, 1665.4237, 416.2403, 1801.3990, 724.7935, 1665.4237, 416.2403, 1801.3990, 724.7935, 1665.4238, 416.2402, 1801.3992, 724.7934
4, 0, 1663.7942, 377.3354, 1821.9795, 736.2852, 1663.7942, 377.3354, 1821.9795, 736.2852, 1663.7942, 377.3354, 1821.9795, 736.2852
5, 0, 1645.3785, 391.7812, 1805.6962, 755.5681, 1645.3785, 391.7812, 1805.6962, 755.5681, 1645.3785, 391.7813, 1805.6962, 755.5681
6, 0, 1661.0154, 388.9963, 1808.8384, 724.4323, 1661.0154, 388.9963, 1808.8384, 724.4323, 1661.0155, 388.9963, 1808.8385, 724.4323
7, 0, 1666.0839, 372.0502, 1824.9308, 732.5001, 1666.0839, 372.0502, 1824.9308, 732.5001, 1666.0839, 372.0502, 1824.9308, 732.5001
8, 0, 1668.3940, 369.9489, 1828.4241, 733.0828, 1668.3940, 369.9489, 1828.4241, 733.0828, 1668.3939, 369.9489, 1828.4240, 733.0828
9, 0, 1667.8330, 383.4262, 1815.4541, 718.4036, 1667.8330, 383.4262, 1815.4541, 718.4036, 1667.8329, 383.4262, 1815.4540, 718.4036
10, 0, 1685.2114, 385.0160, 1831.5002, 716.9712, 1685.2114, 385.0160, 1831.5002, 716.9712, 1685.2113, 385.0159, 1831.5001, 716.9713
11, 0, 1689.8069, 385.0668, 1836.1973, 717.2534, 1689.8069, 385.0668, 1836.1973, 717.2534, 1689.8070, 385.0669, 1836.1974, 717.2534
12, 0, 1682.0580, 395.7123, 1828.5807, 728.1998, 1698.4950, 412.1492, 1845.0177, 744.6368, 1690.2765, 403.9307, 1836.7992, 736.4183
13, 0, 1687.6067, 387.8942, 1834.1909, 720.5217, 1692.0391, 392.3264, 1838.6233, 724.9539, 1689.8229, 390.1102, 1836.4071, 722.7378
14, 0, 1669.2604, 370.1004, 1828.3224, 731.0404, 1673.4248, 374.2647, 1832.4868, 735.2047, 1671.3425, 372.1825, 1830.4045, 733.1226
15, 0, 1664.4052, 367.1465, 1824.6129, 730.6851, 1670.2793, 373.0208, 1830.4871, 736.5593, 1667.3422, 370.0836, 1827.5499, 733.6222
16, 0, 1662.6691, 365.9735, 1822.7438, 729.2089, 1671.3273, 374.6318, 1831.4020, 737.8671, 1666.9982, 370.3026, 1827.0729, 733.5380
17, 0, 1660.0767, 377.4753, 1807.6338, 712.3079, 1672.8854, 390.2840, 1820.4425, 725.1166, 1666.4811, 383.8796, 1814.0382, 718.7122
18, 0, 1656.0479, 394.6979, 1802.3008, 726.5718, 1675.0024, 413.6524, 1821.2551, 745.5263, 1665.5253, 404.1751, 1811.7782, 736.0490
19, 0, 1651.4304, 395.1533, 1797.8062, 727.3071, 1679.4801, 423.2031, 1825.8558, 755.3569, 1665.4552, 409.1782, 1811.8309, 741.3320
20, 0, 1625.2090, 356.5767, 1784.1877, 717.3274, 1666.7184, 398.0861, 1825.6971, 758.8368, 1645.9636, 377.3314, 1804.9424, 738.0820
21, 0, 1611.2318, 339.8713, 1771.4088, 703.3398, 1672.6595, 401.2990, 1832.8365, 764.7675, 1641.9456, 370.5851, 1802.1226, 734.0536
22, 0, 1596.3149, 344.8615, 1756.3789, 708.0721, 1687.2189, 435.7652, 1847.2828, 798.9759, 1641.7670, 390.3134, 1801.8309, 753.5240
23, 0, 1574.0505, 292.3105, 1748.9038, 689.0817, 1708.5745, 426.8344, 1883.4277, 823.6056, 1641.3125, 359.5724, 1816.1658, 756.3436
24, 0, 1564.6829, 270.1029, 1726.0410, 636.2503, 1763.7581, 469.1780, 1925.1162, 835.3254, 1664.2205, 369.6404, 1825.5786, 735.7877
25, 0, 1521.9164, 223.1643, 1681.5892, 585.4869, 1816.5179, 517.7654, 1976.1908, 880.0880, 1669.2170, 370.4648, 1828.8899, 732.7874
26, 0, 1451.5009, 152.6056, 1611.1632, 514.9041, 1887.4672, 588.5715, 2047.1295, 950.8699, 1669.4839, 370.5886, 1829.1462, 732.8871
27, 0, 1346.9963, 54.2221, 1521.6897, 450.6296, 1992.1611, 699.3851, 2166.8545, 1095.7926, 1669.5789, 376.8036, 1844.2722, 773.2111
21, 26, 1309.2975, 475.2567, 1397.0758, 674.4430, 1309.2975, 475.2567, 1397.0758, 674.4430, 1309.2976, 475.2567, 1397.0759, 674.4430
22, 26, 1314.5774, 471.0560, 1394.9150, 653.3581, 1314.5774, 471.0560, 1394.9150, 653.3581, 1314.5774, 471.0560, 1394.9150, 653.3581
23, 26, 1316.0625, 468.9996, 1390.0012, 636.7809, 1316.0625, 468.9996, 1390.0012, 636.7809, 1316.0625, 468.9996, 1390.0012, 636.7809
24, 26, 1324.5631, 476.4361, 1398.0573, 643.2081, 1324.5631, 476.4361, 1398.0573, 643.2081, 1324.5631, 476.4362, 1398.0573, 643.2081
25, 26, 1326.6332, 478.7281, 1400.3036, 645.8999, 1326.6332, 478.7281, 1400.3036, 645.8999, 1326.6332, 478.7281, 1400.3036, 645.8999
26, 26, 1326.7328, 479.2469, 1400.5201, 646.6834, 1326.7328, 479.2469, 1400.5201, 646.6834, 1326.7328, 479.2469, 1400.5201, 646.6834
27, 26, 1326.4434, 479.2397, 1400.2798, 646.7875, 1326.4434, 479.2397, 1400.2798, 646.7875, 1326.4434, 479.2397, 1400.2798, 646.7875
28, 26, 1310.5560, 462.4035, 1397.6078, 659.9390, 1310.5560, 462.4035, 1397.6078, 659.9390, 1310.5563, 462.4035, 1397.6078, 659.9390
29, 26, 1299.1907, 452.3232, 1387.4038, 652.4944, 1315.6277, 468.7601, 1403.8408, 668.9313, 1307.4093, 460.5416, 1395.6224, 660.7129
30, 26, 1281.8634, 431.6569, 1384.3829, 664.2970, 1286.2955, 436.0891, 1388.8151, 668.7292, 1284.0795, 433.8729, 1386.5990, 666.5131
31, 36, 1561.9111, 380.8266, 1737.8262, 780.0085, 1561.9111, 380.8266, 1737.8262, 780.0085, 1561.9110, 380.8266, 1737.8260, 780.0085
16, 17, -52.9019, 254.5091, 218.7470, 870.9437, -52.9019, 254.5091, 218.7470, 870.9437, -52.9018, 254.5093, 218.7471, 870.9439
17, 17, -52.4130, 254.3710, 218.7390, 869.6792, -52.4130, 254.3710, 218.7390, 869.6792, -52.4130, 254.3711, 218.7390, 869.6793
18, 17, -52.1634, 254.1777, 218.7822, 869.0181, -52.1634, 254.1777, 218.7822, 869.0181, -52.1633, 254.1778, 218.7823, 869.0182
19, 17, -52.0551, 254.0582, 218.8147, 868.7273, -52.0551, 254.0582, 218.8147, 868.7273, -52.0551, 254.0582, 218.8147, 868.7273
20, 17, -52.0146, 254.0080, 218.8289, 868.6177, -52.0146, 254.0080, 218.8289, 868.6177, -52.0146, 254.0080, 218.8289, 868.6177
21, 17, -52.0019, 253.9941, 218.8326, 868.5837, -52.0019, 253.9941, 218.8326, 868.5837, -52.0019, 253.9942, 218.8326, 868.5839
22, 17, -51.9991, 253.9937, 218.8324, 868.5767, -51.9991, 253.9937, 218.8324, 868.5767, -51.9991, 253.9937, 218.8324, 868.5767
23, 17, -51.9991, 253.9961, 218.8315, 868.5770, -51.9991, 253.9961, 218.8315, 868.5770, -51.9991, 253.9960, 218.8315, 868.5770
24, 17, -60.2180, 245.7796, 210.6123, 860.3598, -43.7810, 262.2166, 227.0492, 876.7968, -51.9995, 253.9981, 218.8307, 868.5783
25, 17, -19.6984, 251.7832, 251.1317, 866.3632, -15.2661, 256.2154, 255.5640, 870.7954, -17.4823, 253.9992, 253.3478, 868.5792
26, 17, 23.4388, 286.4352, 294.2689, 901.0151, 27.6031, 290.5995, 298.4331, 905.1794, 25.5209, 288.5173, 296.3510, 903.0973
30, 17, 24.6516, 245.1558, 295.4816, 859.7357, 39.6924, 260.1966, 310.5224, 874.7766, 32.1720, 252.6762, 303.0020, 867.2562
31, 17, 20.2500, 241.9168, 291.0800, 856.4967, 42.6420, 264.3087, 313.4720, 878.8887, 31.4460, 253.1127, 302.2760, 867.6927
34, 42, 1304.4966, 460.5587, 1392.6545, 660.6047, 1304.4966, 460.5587, 1392.6545, 660.6047, 1304.4966, 460.5587, 1392.6545, 660.6047
35, 42, 1307.4539, 460.8129, 1395.4202, 660.4238, 1307.4539, 460.8129, 1395.4202, 660.4238, 1307.4539, 460.8129, 1395.4202, 660.4238
36, 42, 1308.1938, 460.9290, 1396.0781, 660.3542, 1308.1938, 460.9290, 1396.0781, 660.3542, 1308.1938, 460.9291, 1396.0781, 660.3542
37, 42, 1311.6569, 534.0477, 1366.5089, 658.5177, 1311.6569, 534.0477, 1366.5089, 658.5177, 1311.6569, 534.0477, 1366.5089, 658.5177
35, 45, 1672.4985, 379.1917, 1847.5828, 776.4869, 1672.4985, 379.1917, 1847.5828, 776.4869, 1672.4987, 379.1917, 1847.5829, 776.4870
36, 45, 1669.0138, 378.6314, 1845.2621, 778.5688, 1669.0138, 378.6314, 1845.2621, 778.5688, 1669.0139, 378.6314, 1845.2622, 778.5688
37, 45, 1668.9078, 379.7374, 1844.9147, 779.1279, 1668.9078, 379.7374, 1844.9147, 779.1279, 1668.9078, 379.7374, 1844.9147, 779.1279
