19,3599,870.77,176.71,30.68,69.62,1,-1,-1,-1
20,3599,885.61,168.44,33.79,76.69,1,-1,-1,-1
21,3601,859.56,156.54,39.49,89.61,1,-1,-1,-1
21,3599,900.91,166.81,34.03,77.23,1,-1,-1,-1
22,3601,876.89,159.25,40.21,91.24,1,-1,-1,-1
22,3599,921.61,160.49,36.77,83.45,1,-1,-1,-1
23,3601,890.34,160.57,40.12,91.04,1,-1,-1,-1
23,3599,944.94,168.56,36.99,83.94,1,-1,-1,-1
24,3601,915.40,166.26,43.46,98.62,1,-1,-1,-1
24,3600,764.57,177.13,29.95,67.95,1,-1,-1,-1
24,3599,960.96,160.74,51.05,115.84,1,-1,-1,-1
25,3601,943.92,163.77,47.65,108.12,1,-1,-1,-1
25,3599,995.30,169.26,48.45,109.94,1,-1,-1,-1
26,3601,968.79,161.39,51.71,117.35,1,-1,-1,-1
26,3599,1030.98,169.49,51.67,117.26,1,-1,-1,-1
27,3601,1002.02,158.21,56.72,128.70,1,-1,-1,-1
27,3599,1064.38,167.43,56.66,128.57,1,-1,-1,-1
28,3601,1044.41,158.23,57.06,129.48,1,-1,-1,-1
28,3599,1110.49,158.65,67.38,152.90,1,-1,-1,-1
29,3601,1090.23,147.67,67.31,152.74,1,-1,-1,-1
29,3599,1172.60,158.25,68.21,154.78,1,-1,-1,-1
30,3601,1147.02,138.45,81.01,183.83,1,-1,-1,-1
34,3608,808.28,162.96,30.79,69.88,1,-1,-1,-1
35,3608,817.21,174.87,33.70,76.47,1,-1,-1,-1
36,3608,826.97,176.80,28.78,65.31,1,-1,-1,-1
40,3608,879.53,177.54,35.50,80.56,1,-1,-1,-1
41,3608,895.01,178.11,36.62,83.11,1,-1,-1,-1
42,3608,911.78,182.79,36.83,83.58,1,-1,-1,-1
43,3608,930.90,186.91,43.23,98.09,1,-1,-1,-1
45,3614,251.55,173.55,39.70,90.09,1,-1,-1,-1
46,3614,231.80,178.33,40.16,91.13,1,-1,-1,-1
47,3614,212.58,175.76,43.51,98.73,1,-1,-1,-1
48,3614,183.80,170.76,47.67,108.17,1,-1,-1,-1
49,3614,159.49,174.74,44.08,100.03,1,-1,-1,-1
50,3614,119.76,175.67,51.31,116.43,1,-1,-1,-1
51,3614,86.45,177.33,51.97,117.92,1,-1,-1,-1
52,3614,43.92,182.68,56.64,128.53,1,-1,-1,-1
64,3636,148.11,165.34,56.77,128.83,1,-1,-1,-1
64,3635,792.43,162.39,34.06,77.28,1,-1,-1,-1
65,3636,119.96,167.38,57.06,129.47,1,-1,-1,-1
65,3635,797.99,168.67,36.78,83.47,1,-1,-1,-1
66,3636,69.41,165.25,62.35,141.48,1,-1,-1,-1
66,3635,804.07,171.07,36.99,83.94,1,-1,-1,-1
67,3640,901.02,163.76,33.51,76.04,1,-1,-1,-1
67,3636,26.81,165.46,62.77,142.44,1,-1,-1,-1
67,3635,810.49,157.44,43.29,98.24,1,-1,-1,-1
68,3640,911.92,159.91,36.78,83.47,1,-1,-1,-1
68,3635,814.44,154.26,47.72,108.29,1,-1,-1,-1
69,3640,921.30,160.12,39.92,90.59,1,-1,-1,-1
69,3635,820.97,161.18,48.00,108.93,1,-1,-1,-1
70,3640,937.82,160.94,40.13,91.06,1,-1,-1,-1
71,3640,951.15,171.03,40.05,90.88,1,-1,-1,-1
71,3638,746.82,158.11,37.28,84.61,1,-1,-1,-1
72,3640,964.75,169.06,43.43,98.56,1,-1,-1,-1
72,3638,754.43,166.45,34.13,77.44,1,-1,-1,-1
73,3647,882.85,168.01,62.84,142.59,1,-1,-1,-1
73,3645,254.46,165.19,36.71,83.31,1,-1,-1,-1
73,3640,983.42,161.83,51.42,116.68,1,-1,-1,-1
73,3638,760.79,159.57,33.81,76.71,1,-1,-1,-1
74,3647,912.82,181.36,57.74,131.02,1,-1,-1,-1
74,3645,241.89,165.09,36.96,83.88,1,-1,-1,-1
74,3640,1001.03,161.25,52.05,118.12,1,-1,-1,-1
74,3638,760.16,159.26,36.65,83.16,1,-1,-1,-1
74,3637,962.06,166.02,51.84,117.63,1,-1,-1,-1
75,3645,225.73,165.08,36.93,83.81,1,-1,-1,-1
75,3640,1020.35,150.63,56.68,128.61,1,-1,-1,-1
75,3638,763.42,154.84,43.29,98.23,1,-1,-1,-1
75,3637,975.28,140.96,73.08,165.84,1,-1,-1,-1
76,3645,208.58,169.98,36.90,83.74,1,-1,-1,-1
76,3640,1045.70,156.06,57.02,129.39,1,-1,-1,-1
76,3638,774.85,159.93,37.58,85.27,1,-1,-1,-1
76,3637,998.56,147.22,74.68,169.46,1,-1,-1,-1
77,3645,186.79,162.95,43.24,98.13,1,-1,-1,-1
77,3640,1062.41,149.48,80.29,182.20,1,-1,-1,-1
77,3638,777.24,154.57,47.14,106.98,1,-1,-1,-1
77,3637,1034.25,140.20,81.41,184.74,1,-1,-1,-1
78,3645,166.50,167.06,43.80,99.39,1,-1,-1,-1
78,3640,1080.30,146.02,93.71,212.65,1,-1,-1,-1
78,3638,791.86,152.89,51.75,117.44,1,-1,-1,-1
