2, 4057, 509.0969, 186.6798, 5268.1299, 529.0950, 206.6778, 5268.1299, 0.4407, 495.0047, 142.0103, 543.1872, 251.3474
3, 4059, 463.8083, 247.1452, 16634.7207, 483.8078, 267.1447, 16634.7207, 0.4407, 430.9990, 160.0000, 516.6170, 354.2900
3, 4057, 520.6066, 202.1629, 8573.3555, 541.7173, 223.2736, 8573.3555, 0.4407, 500.4286, 142.9783, 561.8952, 282.4583
4, 4057, 530.5595, 224.7402, 14457.0615, 556.8336, 251.0143, 14457.0615, 0.4407, 503.7874, 147.3150, 583.6057, 328.4395
5, 4059, 470.3375, 246.6108, 16456.0684, 494.9592, 271.2325, 16456.0684, 0.4407, 440.0697, 162.2999, 525.2269, 355.5433
6, 4059, 486.8173, 232.2060, 20649.3340, 513.3315, 258.7202, 20649.3340, 0.4407, 452.3784, 137.2290, 547.7704, 353.6972
7, 4059, 499.9907, 229.8390, 21030.2031, 527.1232, 256.9716, 21030.2031, 0.4407, 465.4230, 134.1777, 561.6909, 352.6329
8, 4059, 515.2315, 230.2912, 20972.4824, 542.5577, 257.6174, 20972.4824, 0.4407, 480.8268, 134.8767, 576.9624, 353.0318
8, 4057, 572.7094, 196.8532, 8331.1904, 601.6163, 225.7601, 8331.1904, 0.4407, 556.8667, 142.5587, 617.4590, 280.0546
9, 4059, 530.0950, 230.1137, 20920.0117, 557.5042, 257.5229, 20920.0117, 0.4407, 495.7919, 134.8773, 591.8073, 352.7592
9, 4057, 588.8115, 179.1021, 3838.0229, 617.2234, 207.5139, 3838.0229, 0.4407, 582.4545, 146.6463, 623.5804, 239.9698
10, 4059, 551.5635, 275.4323, 9382.9736, 579.0188, 302.8876, 9382.9736, 0.4407, 533.1396, 216.2011, 597.4427, 362.1189
12, 4062, 260.5819, 233.7823, 6679.1304, 286.8561, 260.0564, 6679.1304, 0.4407, 246.5925, 185.3640, 300.8455, 308.4747
13, 4062, 266.7989, 242.2191, 6228.9277, 295.2963, 270.7166, 6228.9277, 0.4407, 254.8512, 197.0234, 307.2440, 315.9123
14, 4062, 275.9021, 218.7880, 11708.3857, 304.4260, 247.3119, 11708.3857, 0.4407, 254.2485, 151.5504, 326.0795, 314.5494
16, 4068, 623.2543, 246.5341, 20883.2188, 647.8760, 271.1558, 20883.2188, 0.4407, 587.5997, 150.0000, 683.5307, 367.6900
17, 4068, 632.5638, 245.5879, 20883.2188, 659.0780, 272.1021, 20883.2188, 0.4407, 597.8554, 150.0000, 693.7864, 367.6900
18, 4068, 651.2359, 250.4613, 15017.8926, 678.3684, 277.5939, 15017.8926, 0.4407, 624.1265, 171.7250, 705.4779, 356.3302
19, 4072, 723.4120, 232.1292, 20883.2188, 749.6862, 258.4034, 20883.2188, 0.4407, 688.5836, 136.4213, 784.5146, 354.1113
19, 4068, 668.5925, 245.1812, 16330.9219, 695.9187, 272.5074, 16330.9219, 0.4407, 639.8391, 162.5910, 724.6721, 355.0977
20, 4072, 733.6249, 218.3253, 16889.6406, 762.1223, 246.8227, 16889.6406, 0.4407, 704.7376, 134.6880, 791.0096, 330.4601
20, 4068, 678.4321, 232.0943, 20569.3066, 705.8413, 259.5035, 20569.3066, 0.4407, 644.5331, 137.7749, 739.7403, 353.8228
21, 4072, 750.2400, 226.9356, 20502.0312, 778.7639, 255.4595, 20502.0312, 0.4407, 716.9763, 133.3504, 812.0276, 349.0447
21, 4068, 691.7678, 241.9684, 20996.9414, 719.2230, 269.4237, 20996.9414, 0.4407, 657.3995, 146.5550, 753.5913, 364.8371
22, 4074, 512.3788, 163.7008, 2138.0811, 538.6530, 189.9750, 2138.0811, 0.4407, 510.1682, 142.0103, 540.8635, 211.6654
23, 4076, 1043.2147, 255.2997, 16634.7207, 1069.4890, 281.5739, 16634.7207, 0.4407, 1013.5429, 171.2918, 1099.1609, 365.5818
23, 4074, 516.5518, 159.3996, 1849.1071, 545.0493, 187.8970, 1849.1071, 0.4407, 516.5277, 141.2597, 545.0734, 206.0369
24, 4076, 1004.3431, 245.8781, 16634.7207, 1032.8406, 274.3755, 16634.7207, 0.4407, 975.7828, 162.9818, 1061.4009, 357.2718
24, 4074, 517.2119, 162.2533, 2133.8384, 545.7358, 190.7772, 2133.8384, 0.4407, 516.1415, 141.7223, 546.8063, 211.3083
25, 4076, 975.9241, 242.0247, 16634.7207, 1004.4480, 270.5486, 16634.7207, 0.4407, 947.3770, 159.1416, 1032.9950, 353.4316
25, 4074, 517.0952, 159.4406, 1845.3158, 545.2800, 187.6255, 1845.3158, 0.4407, 516.9294, 141.1777, 545.4457, 205.8884
26, 4076, 948.9810, 244.6651, 20627.2793, 977.1659, 272.8499, 20627.2793, 0.4407, 915.4030, 150.5811, 1010.7438, 366.9340
26, 4074, 517.4004, 162.6346, 2132.1233, 545.3264, 190.5605, 2132.1233, 0.4407, 516.0372, 141.8185, 546.6896, 211.3765
27, 4083, 788.6797, 247.0757, 16882.6348, 814.9539, 273.3499, 16882.6348, 0.4407, 758.6898, 162.3470, 844.9438, 358.0786
27, 4076, 924.1447, 243.5063, 17015.7363, 952.0706, 271.4322, 17015.7363, 0.4407, 894.8110, 159.2181, 981.4042, 355.7203
27, 4074, 514.0449, 167.0188, 1844.6704, 541.8103, 194.7841, 1844.6704, 0.4407, 513.6719, 148.5517, 542.1832, 213.2511
28, 4083, 795.8372, 242.8404, 20500.8691, 824.3346, 271.3378, 20500.8691, 0.4407, 762.5616, 149.2449, 857.6102, 364.9332
29, 4083, 821.6747, 245.0885, 20928.4199, 850.1986, 273.6124, 20928.4199, 0.4407, 787.9193, 150.3876, 883.9540, 368.3133
30, 4089, 527.4066, 162.1032, 1846.8262, 553.6807, 188.3774, 1846.8262, 0.4407, 526.2796, 142.8717, 554.8077, 207.6089
30, 4086, 399.2244, 230.3922, 20883.2188, 426.1299, 257.2978, 20883.2188, 0.4407, 364.7116, 135.0000, 460.6426, 352.6900
30, 4085, 894.8694, 245.0197, 21035.5352, 921.7749, 271.9252, 21035.5352, 0.4407, 860.1819, 149.2315, 956.4625, 367.7133
30, 4083, 839.6418, 244.6260, 20929.3711, 867.8267, 272.8108, 20929.3711, 0.4407, 805.7158, 149.7531, 901.7527, 367.6837
31, 4086, 411.7588, 230.2169, 20883.2188, 439.0150, 257.4731, 20883.2188, 0.4407, 377.4213, 135.0000, 473.3524, 352.6900
31, 4085, 918.9470, 243.9135, 16950.3047, 946.2031, 271.1696, 16950.3047, 0.4407, 889.3617, 159.4800, 975.7886, 355.6030
31, 4083, 841.9969, 243.5159, 16911.5527, 869.9229, 271.4417, 16911.5527, 0.4407, 812.7960, 159.5292, 899.1238, 355.4284
32, 4086, 426.4155, 230.1425, 20883.2188, 453.8206, 257.5475, 20883.2188, 0.4407, 392.1525, 135.0000, 488.0836, 352.6900
32, 4083, 809.3070, 249.7516, 14644.8965, 837.0723, 277.5169, 14644.8965, 0.4407, 783.0224, 172.4849, 863.3570, 354.7836
33, 4086, 441.0156, 230.1135, 20883.2188, 468.4785, 257.5765, 20883.2188, 0.4407, 406.7816, 135.0000, 502.7126, 352.6900
33, 4083, 778.9558, 245.1022, 16379.4160, 806.6246, 272.7711, 16379.4160, 0.4407, 750.3109, 162.5404, 835.2697, 355.3329
34, 4091, 549.8295, 230.6553, 17073.7324, 576.1036, 256.9295, 17073.7324, 0.4407, 519.5962, 145.3742, 606.3369, 342.2106
34, 4086, 464.7346, 209.5089, 12612.1172, 492.2237, 236.9980, 12612.1172, 0.4407, 441.2036, 138.6664, 515.7548, 307.8405
34, 4083, 755.8434, 249.4732, 14751.3740, 783.4543, 277.0841, 14751.3740, 0.4407, 729.3358, 171.7985, 809.9619, 354.7587
35, 4091, 563.7639, 230.0656, 16612.0723, 592.2614, 258.5630, 16612.0723, 0.4407, 535.2327, 147.2357, 620.7926, 341.3929
35, 4083, 741.6631, 251.8060, 14593.2656, 769.2393, 279.3821, 14593.2656, 0.4407, 715.3547, 174.6056, 795.5477, 356.5825
36, 4091, 575.4874, 229.8343, 16596.6934, 604.0114, 258.3582, 16596.6934, 0.4407, 546.9893, 147.0625, 632.5095, 341.1300
37, 4091, 589.7417, 240.7519, 16616.6348, 617.9265, 268.9368, 16616.6348, 0.4407, 561.0483, 157.7523, 646.6199, 351.9364
38, 4097, 1076.3477, 290.8079, 7435.0337, 1102.6218, 317.0821, 7435.0337, 0.4407, 1060.8643, 239.0000, 1118.1052, 368.8900
38, 4091, 613.6974, 243.7447, 16627.7637, 641.6234, 271.6706, 16627.7637, 0.4407, 584.8603, 160.5831, 670.4605, 354.8322
39, 4091, 629.6224, 243.1251, 16632.2520, 657.3878, 270.8904, 16632.2520, 0.4407, 600.6993, 159.8700, 686.3110, 354.1454
40, 4091, 641.9767, 243.3440, 16633.8770, 669.6455, 271.0129, 16633.8770, 0.4407, 613.0032, 160.0360, 698.6190, 354.3210
41, 4091, 655.1750, 243.3313, 16634.4375, 682.7859, 270.9423, 16634.4375, 0.4407, 626.1718, 159.9927, 711.7891, 354.2809
42, 4091, 675.6763, 244.7560, 20627.1699, 703.2524, 272.3322, 20627.1699, 0.4407, 641.7940, 150.3680, 737.1347, 366.7203
43, 4102, 588.0821, 229.3956, 20883.2188, 616.9808, 258.2944, 20883.2188, 0.4407, 554.5659, 135.0000, 650.4969, 352.6900
43, 4091, 680.0419, 245.1407, 21008.2461, 707.5972, 272.6960, 21008.2461, 0.4407, 645.7109, 149.7477, 741.9283, 368.0891
44, 4102, 602.8912, 229.6403, 20883.2188, 631.3006, 258.0497, 20883.2188, 0.4407, 569.1304, 135.0000, 665.0614, 352.6900
