2, 2047, 310.1435, 224.2851, 12518.6797, 330.1415, 244.2831, 12518.6797, 0.4407, 283.0050, 150.0116, 357.2800, 318.5567
3, 2047, 304.0851, 243.9642, 10778.9629, 306.3079, 246.1870, 10778.9629, 0.4407, 270.7361, 166.8776, 339.6570, 323.2737
4, 2047, 310.8484, 277.5756, 8911.2510, 313.7653, 280.4925, 8911.2510, 0.4407, 280.9739, 207.9329, 343.6399, 350.1352
3, 2049, 315.0210, 225.2002, 10505.1025, 335.0205, 245.1997, 10505.1025, 0.4407, 291.0009, 158.0017, 359.0406, 312.3983
5, 2049, 330.1927, 233.2221, 12608.4268, 332.2368, 235.2662, 12608.4268, 0.4407, 293.9445, 149.6700, 368.4851, 318.8183
6, 2049, 332.2017, 232.4145, 16821.0020, 334.2557, 234.4685, 16821.0020, 0.4407, 290.1802, 135.7550, 376.2771, 331.1280
7, 2049, 321.8603, 242.8936, 17197.5000, 323.9899, 245.0232, 17197.5000, 0.4407, 279.3976, 145.1845, 366.4525, 342.7323
8, 2049, 318.9254, 245.7478, 17136.3789, 321.0835, 247.9059, 17136.3789, 0.4407, 276.5545, 148.2285, 363.4544, 345.4253
2, 2046, 454.4247, 230.0007, 2158.9229, 474.4227, 249.9987, 2158.9229, 0.4407, 449.0014, 205.0028, 479.8459, 274.9966
3, 2046, 464.8583, 240.7903, 1852.9738, 467.0811, 243.0131, 1852.9738, 0.4407, 451.6819, 209.4792, 480.2574, 274.3241
4, 2046, 463.2952, 238.9472, 2136.6738, 466.2121, 241.8641, 2136.6738, 0.4407, 449.4110, 205.5896, 480.0962, 275.2217
5, 2046, 463.9728, 243.2181, 1847.8407, 467.7791, 247.0244, 1847.8407, 0.4407, 451.6079, 212.7437, 480.1438, 277.4987
6, 2046, 459.9764, 244.2702, 1815.6014, 464.1638, 248.4576, 1815.6014, 0.4407, 447.9272, 214.2701, 476.2130, 278.4577
7, 2046, 461.1967, 244.6381, 1547.0027, 465.4957, 248.9370, 1547.0027, 0.4407, 450.2913, 217.1627, 476.4011, 276.4124
8, 2046, 461.6869, 247.8671, 1523.6844, 466.0112, 252.1915, 1523.6844, 0.4407, 450.8929, 220.6286, 476.8052, 279.4300
9, 2046, 461.8378, 248.6409, 1527.9413, 466.1669, 252.9701, 1527.9413, 0.4407, 451.0280, 221.3637, 476.9766, 280.2472
10, 2046, 463.6413, 245.0661, 1801.0134, 467.9713, 249.3962, 1801.0134, 0.4407, 451.7203, 215.2666, 479.8923, 279.1957
11, 2046, 470.6879, 243.9685, 1828.3065, 475.0181, 248.2987, 1828.3065, 0.4407, 458.6607, 213.9277, 487.0453, 278.3395
9, 2051, 344.3642, 231.4022, 17044.7988, 347.2811, 234.3191, 17044.7988, 0.4407, 302.4892, 134.5257, 389.1562, 331.1956
10, 2051, 334.1029, 248.6379, 20090.2305, 337.9091, 252.4442, 20090.2305, 0.4407, 288.9604, 143.7818, 383.0517, 357.3003
13, 2054, 469.2451, 249.1968, 1851.7878, 472.1620, 252.1137, 1851.7878, 0.4407, 456.4204, 218.2432, 484.9867, 283.0674
14, 2054, 468.7543, 249.1922, 1817.3792, 472.5605, 252.9985, 1817.3792, 0.4407, 456.5075, 218.9858, 484.8072, 283.2049
15, 2054, 471.8658, 247.3338, 2135.2742, 476.0531, 251.5212, 2135.2742, 0.4407, 458.6219, 214.6228, 489.2970, 284.2322
16, 2054, 472.3772, 248.5617, 1849.4871, 476.6761, 252.8607, 1849.4871, 0.4407, 460.2524, 218.3192, 488.8010, 283.1031
17, 2054, 472.3123, 248.9582, 1816.5070, 476.6366, 253.2825, 1816.5070, 0.4407, 460.3280, 219.0185, 488.6209, 283.2222
21, 2061, 544.5997, 262.5229, 8700.5957, 547.5167, 265.4398, 8700.5957, 0.4407, 515.0981, 193.7248, 577.0184, 334.2378
12, 2053, 380.5206, 247.0533, 24766.5391, 383.4375, 249.9702, 24766.5391, 0.4407, 329.7440, 129.9775, 434.2140, 367.0460
13, 2053, 383.3070, 246.6260, 24661.4375, 387.1133, 250.4323, 24661.4375, 0.4407, 333.0860, 130.2469, 437.3343, 366.8115
14, 2053, 396.3782, 233.0414, 24590.7070, 400.5656, 237.2287, 24590.7070, 0.4407, 346.4225, 117.0226, 450.5212, 353.2475
15, 2053, 397.6804, 229.3623, 28249.9082, 401.9793, 233.6613, 28249.9082, 0.4407, 344.0420, 104.9167, 455.6178, 358.1069
16, 2053, 411.1122, 228.9458, 28590.9238, 415.4365, 233.2701, 28590.9238, 0.4407, 357.1506, 103.7514, 469.3981, 358.4645
17, 2053, 414.2354, 229.2838, 28544.8711, 418.5645, 233.6129, 28544.8711, 0.4407, 360.3212, 104.1947, 472.4786, 358.7020
18, 2053, 423.8679, 236.4669, 35349.3633, 428.1979, 240.7969, 35349.3633, 0.4407, 363.6271, 97.0211, 488.4387, 380.2427
22, 2053, 498.1509, 318.9281, 27795.7305, 502.4091, 323.1862, 27795.7305, 0.4407, 444.9424, 195.4837, 555.6176, 446.6306
23, 2053, 551.9830, 317.9189, 35485.9883, 556.2761, 322.2120, 35485.9883, 0.4407, 491.6035, 178.1806, 616.6556, 461.9502
27, 2065, 473.1475, 250.6676, 1794.2689, 475.1916, 252.7117, 1794.2689, 0.4407, 460.1100, 219.7849, 488.2291, 283.5944
28, 2065, 473.1393, 250.3940, 1810.3649, 475.1934, 252.4481, 1810.3649, 0.4407, 460.0438, 219.3735, 488.2888, 283.4686
29, 2065, 469.1976, 248.4308, 2135.1472, 471.3272, 250.5604, 2135.1472, 0.4407, 454.9253, 214.6920, 485.5995, 284.2993
30, 2065, 468.7446, 249.6249, 1849.8459, 470.9028, 251.7831, 1849.8459, 0.4407, 455.5480, 218.3089, 484.0994, 283.0991
31, 2065, 468.1982, 248.2615, 2134.7976, 470.3635, 250.4268, 2134.7976, 0.4407, 453.9450, 214.5433, 484.6167, 284.1449
32, 2065, 468.7687, 249.6318, 1847.2908, 470.9355, 251.7985, 1847.2908, 0.4407, 455.5863, 218.3425, 484.1179, 283.0878
32, 2072, 477.5642, 244.4647, 1843.3522, 480.4811, 247.3816, 1843.3522, 0.4407, 464.7720, 213.5850, 493.2733, 278.2613
33, 2072, 477.2590, 244.2350, 1814.0035, 481.0652, 248.0412, 1814.0035, 0.4407, 465.0254, 214.0584, 493.2988, 278.2178
34, 2072, 476.4841, 243.1436, 2134.0542, 480.6714, 247.3309, 2134.0542, 0.4407, 463.2446, 210.4425, 493.9109, 280.0320
35, 2072, 476.8677, 247.8757, 1849.0664, 481.1667, 252.1747, 1849.0664, 0.4407, 464.7446, 217.6370, 493.2899, 282.4135
36, 2072, 476.3870, 247.4268, 2134.4648, 480.7113, 251.7511, 2134.4648, 0.4407, 463.2145, 214.7909, 493.8839, 284.3870
37, 2072, 472.7467, 244.7474, 1847.1677, 477.0758, 249.0766, 1847.1677, 0.4407, 460.6459, 214.5404, 489.1766, 279.2836
2, 2048, 230.0010, 220.3855, 3630.7600, 249.9990, 240.3835, 3630.7600, 0.4407, 220.0000, 185.0000, 260.0000, 275.7690
3, 2048, 235.0421, 231.5141, 4329.1021, 237.2649, 233.7370, 4329.1021, 0.4407, 214.3146, 183.0682, 257.9923, 282.1829
4, 2048, 234.0821, 231.5242, 4388.5454, 236.9990, 234.4411, 4388.5454, 0.4407, 213.5523, 183.0862, 257.5288, 282.8791
5, 2048, 233.6828, 231.0531, 4378.7881, 237.4891, 234.8593, 4378.7881, 0.4407, 213.6221, 183.1152, 257.5497, 282.7972
6, 2048, 233.6384, 230.7774, 4370.1626, 237.8257, 234.9647, 4370.1626, 0.4407, 213.7899, 183.0792, 257.6742, 282.6629
7, 2048, 232.8840, 230.3158, 5156.5562, 237.1830, 234.6147, 5156.5562, 0.4407, 211.1987, 178.3787, 258.8682, 286.5518
8, 2048, 232.7102, 236.7529, 5230.5269, 237.0345, 241.0772, 5230.5269, 0.4407, 210.8673, 184.4420, 258.8775, 293.3881
9, 2048, 230.2888, 234.9341, 6095.8799, 234.6180, 239.2632, 6095.8799, 0.4407, 206.5385, 178.2919, 258.3683, 295.9055
10, 2048, 236.2408, 234.1463, 6170.0332, 240.5709, 238.4764, 6170.0332, 0.4407, 212.3338, 177.1479, 264.4778, 295.4747
11, 2048, 237.9741, 233.8746, 6155.8218, 242.3043, 238.2048, 6155.8218, 0.4407, 214.0972, 176.9445, 266.1811, 295.1349
12, 2048, 238.2241, 240.3842, 6144.0864, 242.5544, 244.7144, 6144.0864, 0.4407, 214.3721, 183.5104, 266.4063, 301.5881
13, 2048, 238.1044, 242.1562, 6138.9414, 242.4346, 246.4865, 6138.9414, 0.4407, 214.2632, 185.3072, 266.2757, 303.3354
14, 2048, 237.9693, 242.3363, 6137.0171, 242.2995, 246.6665, 6137.0171, 0.4407, 214.1323, 185.4965, 266.1366, 303.5063
15, 2048, 237.8885, 242.1567, 6136.3428, 242.2188, 246.4870, 6136.3428, 0.4407, 214.0529, 185.3202, 266.0544, 303.3235
16, 2048, 242.3211, 239.1412, 7268.6250, 246.6513, 243.4714, 7268.6250, 0.4407, 216.1882, 177.0913, 272.7842, 305.5214
17, 2048, 236.1161, 238.2784, 7376.6255, 240.4464, 242.6087, 7376.6255, 0.4407, 209.7738, 175.7530, 266.7886, 305.1340
18, 2048, 236.4285, 241.5000, 8720.3906, 240.7587, 245.8303, 8720.3906, 0.4407, 207.5981, 173.3290, 269.5890, 314.0013
