2, 0, 1679.0011, 375.0010, 1825.6212, 707.7110, 1698.9990, 394.9990, 1845.6191, 727.7090, 1689.0000, 385.0000, 1835.6201, 717.7100
3, 0, 1654.8688, 405.6847, 1790.8441, 714.2379, 1675.9795, 426.7954, 1811.9548, 735.3486, 1665.4238, 416.2402, 1801.3992, 724.7934
4, 0, 1649.3447, 362.8859, 1807.5300, 721.8357, 1678.2438, 391.7849, 1836.4291, 750.7347, 1663.7942, 377.3354, 1821.9795, 736.2852
5, 0, 1624.5254, 370.9282, 1784.8430, 734.7151, 1666.2317, 412.6343, 1826.5493, 776.4211, 1645.3785, 391.7813, 1805.6962, 755.5681
6, 0, 1631.8173, 359.7980, 1779.6403, 695.2341, 1690.2137, 418.1945, 1838.0367, 753.6306, 1661.0155, 388.9963, 1808.8385, 724.4323
7, 0, 1625.4673, 331.4337, 1784.3142, 691.8837, 1706.7003, 412.6667, 1865.5472, 773.1166, 1666.0839, 372.0502, 1824.9308, 732.5001
8, 0, 1611.2589, 312.8139, 1771.2889, 675.9479, 1725.5291, 427.0839, 1885.5591, 790.2178, 1668.3939, 369.9489, 1828.4240, 733.0828
9, 0, 1586.3513, 301.9448, 1733.9724, 636.9222, 1749.3146, 464.9076, 1896.9357, 799.8850, 1667.8329, 383.4262, 1815.4540, 718.4036
10, 0, 1567.7170, 267.5219, 1714.0059, 599.4772, 1802.7056, 502.5097, 1948.9944, 834.4650, 1685.2113, 385.0159, 1831.5001, 716.9713
11, 0, 1519.0211, 214.2809, 1665.4115, 546.4675, 1860.5930, 555.8527, 2006.9834, 888.0392, 1689.8070, 385.0669, 1836.1974, 717.2534
12, 0, 1440.6276, 154.2820, 1587.1503, 486.7696, 1939.9253, 653.5794, 2086.4480, 986.0670, 1690.2765, 403.9307, 1836.7992, 736.4183
13, 0, 1323.4680, 23.7559, 1470.0522, 356.3834, 2056.1782, 756.4647, 2202.7622, 1089.0922, 1689.8229, 390.1102, 1836.4071, 722.7378
14, 0, 1132.2805, -166.8780, 1291.3425, 194.0619, 2210.4041, 911.2445, 2369.4661, 1272.1844, 1671.3425, 372.1825, 1830.4045, 733.1226
15, 0, 872.6995, -424.5568, 1032.9073, -61.0182, 2461.9836, 1164.7246, 2622.1917, 1528.2632, 1667.3422, 370.0836, 1827.5499, 733.6222
16, 0, 494.1367, -802.5581, 654.2113, -439.3228, 2839.8601, 1543.1630, 2999.9348, 1906.3983, 1666.9982, 370.3026, 1827.0729, 733.5380
17, 0, -66.0896, -1348.6879, 81.4675, -1013.8553, 3399.0525, 2116.4451, 3546.6096, 2451.2776, 1666.4811, 383.8796, 1814.0382, 718.7122
18, 0, -895.3294, -2156.6750, -749.0766, -1824.8011, 4226.3784, 2965.0242, 4372.6313, 3296.8982, 1665.5253, 404.1751, 1811.7782, 736.0490
19, 0, -2121.1318, -3377.4097, -1974.7561, -3045.2559, 5452.0454, 4195.7642, 5598.4214, 4527.9175, 1665.4552, 409.1782, 1811.8309, 741.3320
20, 0, -3954.5308, -5223.1577, -3795.5518, -4862.4067, 7246.4629, 5977.8247, 7405.4414, 6338.5757, 1645.9636, 377.3314, 1804.9424, 738.0820
21, 0, -6642.8716, -7914.2075, -6482.6948, -7550.7388, 9926.7451, 8655.3750, 10086.9229, 9018.8438, 1641.9456, 370.5851, 1802.1226, 734.0536
22, 0, -10615.4131, -11866.8643, -10455.3486, -11503.6533, 13898.9551, 12647.4766, 14059.0195, 13010.6875, 1641.7670, 390.3134, 1801.8309, 753.5240
23, 0, -16494.4023, -17776.0801, -16319.5498, -17379.3105, 19777.0117, 18495.2402, 19951.8633, 18892.0098, 1641.3125, 359.5724, 1816.1658, 756.3436
24, 0, -25170.8125, -26465.3574, -25009.4531, -26099.2090, 28499.2363, 27204.6523, 28660.5957, 27570.8008, 1664.2205, 369.6404, 1825.5786, 735.7877
25, 0, -38039.4844, -39338.1562, -37879.8125, -38975.8359, 41377.9648, 40079.1367, 41537.6367, 40441.4570, 1669.2170, 370.4648, 1828.8899, 732.7874
26, 0, -57090.2773, -58389.2344, -56930.6133, -58026.9375, 60429.3555, 59130.4648, 60589.0195, 59492.7617, 1669.4839, 370.5886, 1829.1462, 732.8871
27, 0, -85283.1562, -86575.9297, -85108.4688, -86179.5234, 88622.2812, 87329.4531, 88796.9688, 87725.8594, 1669.5789, 376.8036, 1844.2722, 773.2111
