2, 0, 1752.3110, 541.3560, 48781.9414, 1752.3110, 541.3560, 48781.9414, 0.4407, 1772.3091, 561.3540, 48781.9414, 1772.3091, 561.3540, 48781.9414, 0.4407, 1689.0000, 385.0000, 1835.6201, 717.7100
3, 0, 1722.8561, 559.9615, 41955.6133, 1743.9668, 579.9607, 41955.6133, 0.4407, 1743.9668, 581.0721, 41955.6133, 1743.9668, 581.0721, 41955.6133, 0.4407, 1665.4238, 416.2402, 1801.3992, 724.7934
4, 0, 1728.4374, 544.4031, 56780.6094, 1756.0867, 564.6639, 57039.2422, 0.4407, 1757.3364, 569.2175, 56780.6094, 1757.3364, 569.2175, 56780.6094, 0.4407, 1663.7942, 377.3354, 1821.9795, 736.2852
5, 0, 1705.4919, 560.0095, 58172.9648, 1736.7717, 583.5781, 57917.8828, 0.4407, 1741.5397, 590.0207, 58172.9648, 1741.5397, 590.0207, 58172.9648, 0.4407, 1645.3785, 391.7813, 1805.6962, 755.5681
6, 0, 1711.1887, 541.1135, 49649.9648, 1747.1023, 565.2678, 49332.0781, 0.4407, 1752.5378, 575.7043, 49649.9648, 1752.5378, 575.7043, 49649.9648, 0.4407, 1661.0155, 388.9963, 1808.8385, 724.4323
7, 0, 1718.5278, 535.3826, 57473.0195, 1755.9955, 562.8691, 57453.3555, 0.4407, 1764.0625, 573.9559, 57473.0195, 1764.0625, 573.9559, 57473.0195, 0.4407, 1666.0839, 372.0502, 1824.9308, 732.5001
8, 0, 1719.1200, 532.6293, 58230.0547, 1757.5773, 562.4424, 57942.6055, 0.4407, 1768.4413, 574.9435, 58230.0547, 1768.4413, 574.9435, 58230.0547, 0.4407, 1668.3939, 369.9489, 1828.4240, 733.0828
9, 0, 1710.7887, 529.7774, 49654.6289, 1750.7830, 561.5487, 49333.8320, 0.4407, 1763.7948, 575.7675, 49654.6289, 1763.7948, 575.7675, 49654.6289, 0.4407, 1667.8329, 383.4262, 1815.4540, 718.4036
10, 0, 1726.0813, 527.6837, 48835.0977, 1768.4750, 561.3895, 48815.1914, 0.4407, 1782.7517, 577.3365, 48835.0977, 1782.7517, 577.3365, 48835.0977, 0.4407, 1685.2113, 385.0159, 1831.5001, 716.9713
11, 0, 1728.9204, 525.7921, 48767.4766, 1771.6268, 561.3611, 48783.9453, 0.4407, 1789.2517, 579.1053, 48767.4766, 1789.2517, 579.1053, 48767.4766, 0.4407, 1689.8070, 385.0669, 1836.1974, 717.2534
12, 0, 1728.2107, 542.8510, 48762.3047, 1772.1885, 580.2585, 48782.0625, 0.4407, 1792.2020, 599.8243, 48762.3047, 1792.2020, 599.8243, 48762.3047, 0.4407, 1690.2765, 403.9307, 1836.7992, 736.4183
13, 0, 1726.6317, 527.2128, 48761.9258, 1772.2883, 564.7227, 48781.9492, 0.4407, 1794.2827, 587.8459, 48761.9258, 1794.2827, 587.8459, 48761.9258, 0.4407, 1689.8229, 390.1102, 1836.4071, 722.7378
14, 0, 1713.0293, 522.3192, 57400.1445, 1760.4799, 562.7727, 57420.1875, 0.4407, 1784.3403, 586.6121, 57400.1445, 1784.3403, 586.6121, 57400.1445, 0.4407, 1671.3425, 372.1825, 1830.4045, 733.1226
15, 0, 1708.0216, 519.7650, 58224.5000, 1758.3761, 562.4253, 57940.6055, 0.4407, 1782.9924, 587.7178, 58224.5000, 1782.9924, 587.7178, 58224.5000, 0.4407, 1667.3422, 370.0836, 1827.5499, 733.6222
16, 0, 1705.4331, 517.7743, 58292.4766, 1758.0013, 562.3634, 57971.9609, 0.4407, 1784.0638, 589.3869, 58292.4766, 1784.0638, 589.3869, 58292.4766, 0.4407, 1666.9982, 370.3026, 1827.0729, 733.5380
17, 0, 1696.3578, 515.0923, 49659.4258, 1750.8585, 561.5347, 49335.6016, 0.4407, 1778.6482, 590.3648, 49659.4258, 1778.6482, 590.3648, 49659.4258, 0.4407, 1666.4811, 383.8796, 1814.0382, 718.7122
18, 0, 1692.5835, 531.9373, 48835.4492, 1749.5859, 580.2895, 48815.2969, 0.4407, 1778.5338, 610.8696, 48835.4492, 1778.5338, 610.8696, 48835.4492, 0.4407, 1665.5253, 404.1751, 1811.7782, 736.0490
19, 0, 1690.2906, 535.1503, 48767.5000, 1749.3593, 583.6307, 48783.9531, 0.4407, 1779.9009, 617.7424, 48767.5000, 1779.9009, 617.7424, 48767.5000, 0.4407, 1665.4553, 409.1782, 1811.8311, 741.3320
20, 0, 1674.8875, 516.4398, 57400.5508, 1735.8489, 566.1412, 57420.3086, 0.4407, 1768.1575, 602.6918, 57400.5508, 1768.1575, 602.6918, 57400.5508, 0.4407, 1645.9636, 377.3313, 1804.9424, 738.0820
21, 0, 1669.4033, 510.0023, 58224.5273, 1733.4419, 563.0254, 57940.6133, 0.4407, 1766.3331, 599.9141, 58224.5273, 1766.3331, 599.9141, 58224.5273, 0.4407, 1641.9456, 370.5851, 1802.1226, 734.0536
