2, 0, 1752.3110, 541.3560, 48781.9414, 1752.3110, 541.3560, 48781.9414, 0.4407, 1772.3091, 561.3540, 48781.9414, 1772.3091, 561.3540, 48781.9414, 0.4407, 1689.0000, 385.0000, 1835.6201, 717.7100
3, 0, 1722.8561, 559.9615, 41955.6133, 1743.9668, 579.9607, 41955.6133, 0.4407, 1743.9668, 579.9607, 41955.6133, 1743.9668, 579.9607, 41955.6133, 0.4407, 1665.4238, 416.2402, 1801.3992, 724.7934
4, 0, 1728.4374, 544.4031, 56780.6094, 1753.3127, 562.0361, 57039.2422, 0.4407, 1753.3127, 562.0361, 57039.2422, 1753.3127, 562.0361, 57039.2422, 0.4407, 1663.7942, 377.3354, 1821.9795, 736.2852
5, 0, 1707.2853, 561.7084, 58172.9648, 1732.1747, 580.2095, 57902.3672, 0.4407, 1732.1747, 580.2095, 57902.3672, 1732.1747, 580.2095, 57902.3672, 0.4407, 1645.3785, 391.7813, 1805.6962, 755.5681
6, 0, 1715.5363, 544.7747, 49658.5312, 1741.9108, 561.4172, 49347.4414, 0.4407, 1741.9108, 561.4172, 49347.4414, 1741.9108, 561.4172, 49347.4414, 0.4407, 1661.0155, 388.9963, 1808.8385, 724.4323
7, 0, 1725.5994, 541.0806, 57473.6680, 1750.3794, 559.2231, 57473.0234, 0.4407, 1750.3794, 559.2231, 57473.0234, 1750.3794, 559.2231, 57473.0234, 0.4407, 1666.0839, 372.0502, 1824.9308, 732.5001
8, 0, 1729.0596, 540.2385, 58219.4336, 1752.1625, 558.5611, 57943.8281, 0.4407, 1752.1625, 558.5611, 57943.8281, 1752.1625, 558.5611, 57943.8281, 0.4407, 1668.3939, 369.9489, 1828.4240, 733.0828
9, 0, 1723.5256, 539.3661, 49642.6562, 1745.7024, 557.5930, 49350.5078, 0.4407, 1745.7024, 557.5930, 49350.5078, 1745.7024, 557.5930, 49350.5078, 0.4407, 1667.8329, 383.4262, 1815.4540, 718.4036
10, 0, 1741.4611, 539.2946, 48813.8906, 1763.6190, 557.4376, 48833.7969, 0.4407, 1763.6190, 557.4376, 48833.7969, 1763.6190, 557.4376, 48833.7969, 0.4407, 1685.2113, 385.0159, 1831.5001, 716.9713
11, 0, 1746.8208, 539.4314, 48735.5000, 1766.8142, 557.4249, 48783.8672, 0.4407, 1766.8142, 557.4249, 48783.8672, 1766.8142, 557.4249, 48783.8672, 0.4407, 1689.8070, 385.0669, 1836.1974, 717.2534
12, 0, 1748.5914, 558.5132, 48729.7227, 1767.7692, 576.3517, 48779.1445, 0.4407, 1767.7692, 576.3517, 48779.1445, 1767.7692, 576.3517, 48779.1445, 0.4407, 1690.2765, 403.9307, 1836.7992, 736.4183
13, 0, 1749.3196, 544.8843, 48730.9102, 1768.0845, 560.8487, 48778.7969, 0.4407, 1768.0845, 560.8487, 48778.7969, 1768.0845, 560.8487, 48778.7969, 0.4407, 1689.8229, 390.1102, 1836.4071, 722.7378
14, 0, 1737.9026, 541.9838, 57370.9531, 1756.3879, 559.2384, 57417.1133, 0.4407, 1756.3879, 559.2384, 57417.1133, 1756.3879, 559.2384, 57417.1133, 0.4407, 1671.3425, 372.1825, 1830.4045, 733.1226
15, 0, 1735.0115, 541.2765, 58197.1055, 1754.3539, 558.7217, 57937.6406, 0.4407, 1754.3539, 558.7217, 57937.6406, 1754.3539, 558.7217, 57937.6406, 0.4407, 1667.3422, 370.0836, 1827.5499, 733.6222
16, 0, 1734.4977, 541.1780, 58266.8164, 1753.8389, 558.5956, 57987.4141, 0.4407, 1753.8389, 558.5956, 57987.4141, 1753.8389, 558.5956, 57987.4141, 0.4407, 1666.9982, 370.3026, 1827.0729, 733.5380
